ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3402038,HK456556,06/26/2004 02:55:00 PM,021XX N CENTRAL PARK AVE,460,BATTERY,SIMPLE,DRIVEWAY - RESIDENTIAL,false,false,1413,14,26,22,08B,1152030,1913943,2004,04/15/2016 08:55:02 AM,41.919731262,-87.716845614,"(41.919731262, -87.716845614)"
5854636,HN659819,10/20/2007 03:30:00 PM,026XX S SPAULDING AVE,560,ASSAULT,SIMPLE,SIDEWALK,false,false,1032,10,22,30,08A,1154786,1886321,2007,04/15/2016 08:55:02 AM,41.843878898,-87.70745973,"(41.843878898, -87.70745973)"
2268340,HH548928,07/31/2002 12:30:00 PM,023XX W ERIE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1313,12,1,24,7,1160762,1904283,2002,04/15/2016 08:55:02 AM,41.893046743,-87.685031093,"(41.893046743, -87.685031093)"
4844518,HM456971,07/05/2006 05:30:00 PM,090XX S CLYDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,413,4,7,48,14,1191753,1845360,2006,04/15/2016 08:55:02 AM,41.730659768,-87.573129016,"(41.730659768, -87.573129016)"
9052266,HW197732,03/17/2013 08:40:00 PM,0000X S MENARD AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,1513,15,29,25,6,1137728,1899291,2013,02/04/2016 06:33:39 AM,41.879794475,-87.769747701,"(41.879794475, -87.769747701)"
3503058,HK576515,08/23/2004 02:45:00 PM,051XX N FRANCISCO AVE,820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,2031,20,40,4,6,1156111,1933907,2004,04/15/2016 08:55:02 AM,41.974432325,-87.701310455,"(41.974432325, -87.701310455)"
3568885,HK648911,09/26/2004 11:15:00 AM,066XX S HALSTED ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,PARKING LOT/GARAGE(NON.RESID.),true,false,723,7,6,68,11,1172109,1860931,2004,04/15/2016 08:55:02 AM,41.773842159,-87.644634557,"(41.773842159, -87.644634557)"
3922222,HL295344,04/14/2005 06:15:00 PM,013XX W 107TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,2234,22,34,75,08B,1169296,1833559,2005,04/15/2016 08:55:02 AM,41.698790852,-87.655736425,"(41.698790852, -87.655736425)"
7824724,HS635899,11/28/2010 12:00:00 AM,071XX W GRAND AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,2512,25,36,18,6,1128038,1915268,2010,02/04/2016 06:33:39 AM,41.923806678,-87.804967456,"(41.923806678, -87.804967456)"
9498085,HX152707,02/15/2014 09:24:00 PM,012XX S CHRISTIANA AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,1021,10,24,29,04B,1154226,1894242,2014,02/04/2016 06:33:39 AM,41.865626213,-87.709303577,"(41.865626213, -87.709303577)"
7275097,HR690121,12/14/2009 08:30:00 AM,031XX W LELAND AVE,460,BATTERY,SIMPLE,RESIDENCE,false,false,1713,17,33,14,08B,1154757,1931060,2009,02/04/2016 06:33:39 AM,41.966647296,-87.706366149,"(41.966647296, -87.706366149)"
10336163,HY527320,12/06/2015 05:30:00 PM,087XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,DRUG STORE,true,false,412,4,8,48,6,1188321,1847402,2015,12/13/2015 03:59:42 PM,41.736345716,-87.585636406,"(41.736345716, -87.585636406)"
4830974,HM442842,06/28/2006 06:35:00 PM,067XX S ABERDEEN ST,325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,724,7,17,68,3,1170142,1860179,2006,04/15/2016 08:55:02 AM,41.771821578,-87.651867009,"(41.771821578, -87.651867009)"
2061611,HH268511,02/21/2002 09:20:00 AM,008XX E 103 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,512,5,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4779860,HM394193,06/05/2006 03:40:40 AM,071XX W ARCHER AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,811,8,23,56,6,1129526,1867228,2006,04/15/2016 08:55:02 AM,41.791952068,-87.8005951,"(41.791952068, -87.8005951)"
2434365,HH755718,11/03/2002 01:30:00 AM,078XX S ESSEX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,421,4,7,43,08B,1194222,1853393,2002,04/15/2016 08:55:02 AM,41.752642802,-87.56382127,"(41.752642802, -87.56382127)"
3154727,HK151711,01/28/2004 07:00:00 PM,020XX N KOSTNER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2522,25,30,20,7,1146723,1913344,2004,04/15/2016 08:55:02 AM,41.918190581,-87.736359837,"(41.918190581, -87.736359837)"
9264501,HW409147,08/15/2013 08:00:00 AM,018XX W 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2213,22,19,72,14,1165641,1841670,2013,02/04/2016 06:33:39 AM,41.721126884,-87.668890173,"(41.721126884, -87.668890173)"
4520953,HL819134,12/30/2005 03:00:00 PM,071XX S DAMEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,735,7,17,67,26,1164260,1857261,2005,04/15/2016 08:55:02 AM,41.763940057,-87.673510641,"(41.763940057, -87.673510641)"
5755497,HN564527,09/02/2007 12:15:00 AM,011XX E 47TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2123,2,4,39,08B,1184735,1874077,2007,04/15/2016 08:55:02 AM,41.809629081,-87.597938463,"(41.809629081, -87.597938463)"
9241408,HW387208,07/29/2013 05:30:00 PM,026XX N LOCKWOOD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,2514,25,31,19,26,1140601,1916981,2013,02/04/2016 06:33:39 AM,41.928285635,-87.758763214,"(41.928285635, -87.758763214)"
6216344,HP301980,04/26/2008 11:56:00 AM,053XX S LOWE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,934,9,3,61,15,1172869,1869573,2008,02/04/2016 06:33:39 AM,41.79754003,-87.641593689,"(41.79754003, -87.641593689)"
2123527,HH360323,05/09/2002 03:34:26 PM,016XX N KEATING AVE,460,BATTERY,SIMPLE,STREET,false,false,2533,25,37,25,08B,1144479,1910489,2002,04/15/2016 08:55:02 AM,41.910398731,-87.744676524,"(41.910398731, -87.744676524)"
4825032,HM437748,06/26/2006 09:45:00 AM,007XX W 54TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,934,9,3,61,7,1172346,1868733,2006,04/15/2016 08:55:02 AM,41.795246513,-87.643536319,"(41.795246513, -87.643536319)"
2112243,HH347527,05/03/2002 04:55:00 PM,017XX W 21ST PL,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,1223,12,25,31,08B,1165067,1889787,2002,04/15/2016 08:55:02 AM,41.853178146,-87.669632137,"(41.853178146, -87.669632137)"
1774871,G592232,10/03/2001 12:30:00 AM,071XX S STATE ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,false,false,323,3,,,04B,1177562,1857637,2001,08/17/2015 03:03:40 PM,41.764681496,-87.624744571,"(41.764681496, -87.624744571)"
4282646,HL597734,09/07/2005 11:00:00 AM,020XX N BINGHAM ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1431,14,1,22,5,1158989,1913418,2005,04/15/2016 08:55:02 AM,41.9181505,-87.691291554,"(41.9181505, -87.691291554)"
6138408,HP215861,03/09/2008 12:30:00 PM,0000X N MAYFIELD AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1513,15,29,25,18,1137162,1899702,2008,02/04/2016 06:33:39 AM,41.880932494,-87.771816135,"(41.880932494, -87.771816135)"
2966266,HJ660220,09/24/2003 11:00:00 AM,085XX W RASCHER AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,1614,16,41,76,6,1118394,1935084,2003,04/15/2016 08:55:02 AM,41.978341951,-87.839985018,"(41.978341951, -87.839985018)"
2580598,HJ166790,02/03/2003 10:00:00 AM,010XX N PARKSIDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,15,29,25,08B,1138494,1906373,2003,04/15/2016 08:55:02 AM,41.899214544,-87.766763308,"(41.899214544, -87.766763308)"
6345126,HP431954,07/03/2008 05:00:00 PM,046XX W 59TH ST,820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,813,8,23,62,6,1146457,1864995,2008,02/04/2016 06:33:39 AM,41.785519673,-87.738567526,"(41.785519673, -87.738567526)"
2057108,HH276009,03/30/2002 11:45:17 PM,061XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2433,24,,,14,,,2002,08/17/2015 03:03:40 PM,,,
8348924,HT582163,11/09/2011 04:42:00 PM,086XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,DRUG STORE,true,false,632,6,6,44,08A,1183075,1847768,2011,02/04/2016 06:33:39 AM,41.737473519,-87.604844389,"(41.737473519, -87.604844389)"
8234086,HT466827,08/26/2011 01:00:00 PM,072XX S UNION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,732,7,17,68,14,1173001,1856903,2011,02/04/2016 06:33:39 AM,41.7627692,-87.641483451,"(41.7627692, -87.641483451)"
5375331,HN223743,03/12/2007 05:00:00 PM,047XX S UNION AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,935,9,11,61,08B,1172434,1873254,2007,04/15/2016 08:55:02 AM,41.807650669,-87.643080489,"(41.807650669, -87.643080489)"
4481242,HL780237,12/09/2005 09:00:00 AM,015XX E 83RD PL,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,412,4,8,45,6,1187806,1849920,2005,04/15/2016 08:55:02 AM,41.743267622,-87.587443207,"(41.743267622, -87.587443207)"
6199861,HP278549,04/14/2008 09:35:00 AM,020XX W 79TH ST,860,THEFT,RETAIL THEFT,DRUG STORE,true,false,611,6,18,71,6,1163960,1852256,2008,02/04/2016 06:33:39 AM,41.75021193,-87.674750648,"(41.75021193, -87.674750648)"
5012370,HM620436,09/24/2006 03:20:00 PM,011XX W WILSON AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2311,19,46,3,3,1167612,1930696,2006,04/15/2016 08:55:02 AM,41.96538061,-87.659110921,"(41.96538061, -87.659110921)"
2026299,HH223830,03/05/2002 04:36:56 PM,090XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2221,22,,,18,1167592,1844692,2002,04/15/2016 08:55:02 AM,41.729378165,-87.661657678,"(41.729378165, -87.661657678)"
3917206,HL202436,02/25/2005 10:22:00 PM,043XX S LA SALLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,221,2,3,37,18,1176127,1876478,2005,04/15/2016 08:55:02 AM,41.81641543,-87.629438806,"(41.81641543, -87.629438806)"
9816687,HX466539,10/13/2014 08:40:00 PM,005XX W 64TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,722,7,20,68,18,1173590,1862463,2014,02/04/2016 06:33:39 AM,41.778013468,-87.639160201,"(41.778013468, -87.639160201)"
7804933,HS612855,11/11/2010 12:00:00 PM,051XX N NEW ENGLAND AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,true,true,1613,16,41,10,26,1129602,1933737,2010,02/04/2016 06:33:39 AM,41.974461116,-87.798797355,"(41.974461116, -87.798797355)"
6192221,HP281663,04/15/2008 07:15:00 PM,020XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1332,12,2,28,18,1162876,1900020,2008,02/04/2016 06:33:39 AM,41.881304627,-87.677386853,"(41.881304627, -87.677386853)"
6843302,HR246314,04/01/2009 11:00:00 PM,028XX W 25TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1033,10,12,30,08B,1157808,1887276,2009,02/04/2016 06:33:39 AM,41.846438558,-87.696343536,"(41.846438558, -87.696343536)"
3829407,HL198497,02/23/2005 08:18:00 PM,053XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1522,15,29,25,14,1140801,1899144,2005,04/15/2016 08:55:02 AM,41.879335159,-87.758467514,"(41.879335159, -87.758467514)"
4387101,HL679738,10/18/2005 12:30:00 AM,085XX S DREXEL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,632,6,8,44,08B,1183717,1848477,2005,04/15/2016 08:55:02 AM,41.739404156,-87.602470244,"(41.739404156, -87.602470244)"
10196882,HY384471,08/16/2015 07:25:00 AM,039XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,2535,25,27,23,11,1149691,1907712,2015,08/24/2015 03:30:37 PM,41.902678618,-87.725601735,"(41.902678618, -87.725601735)"
1601806,G372190,06/26/2001 12:01:00 AM,028XX W ARMITAGE AV,820,THEFT,$500 AND UNDER,STREET,false,false,1421,14,,,6,1157097,1913119,2001,08/17/2015 03:03:40 PM,41.917368678,-87.698251031,"(41.917368678, -87.698251031)"
4792216,HM406150,06/08/2006 09:30:00 PM,067XX S OGLESBY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,331,3,5,43,7,1192924,1860831,2006,04/15/2016 08:55:02 AM,41.773085006,-87.568335406,"(41.773085006, -87.568335406)"
2842425,HJ507796,07/03/2003 06:00:00 PM,079XX S OGLESBY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,414,4,7,46,26,1193241,1852732,2003,04/15/2016 08:55:02 AM,41.750852985,-87.567437722,"(41.750852985, -87.567437722)"
1774871,G592232,10/03/2001 12:30:00 AM,071XX S STATE ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,false,false,323,3,,,04B,1177562,1857637,2001,08/17/2015 03:03:40 PM,41.764681496,-87.624744571,"(41.764681496, -87.624744571)"
3779505,HL148914,01/28/2005 11:40:00 AM,063XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,BANK,true,false,1611,16,45,10,08B,1132879,1941591,2005,04/15/2016 08:55:02 AM,41.995956459,-87.786562243,"(41.995956459, -87.786562243)"
9247709,HW393620,08/04/2013 11:05:00 PM,122XX S NORMAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,523,5,34,53,14,1175177,1823781,2013,02/04/2016 06:33:39 AM,41.671829524,-87.634493467,"(41.671829524, -87.634493467)"
4825032,HM437748,06/26/2006 09:45:00 AM,007XX W 54TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,934,9,3,61,7,1172346,1868733,2006,04/15/2016 08:55:02 AM,41.795246513,-87.643536319,"(41.795246513, -87.643536319)"
6038473,HP129818,01/17/2008 08:00:00 PM,022XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1332,12,2,28,16,1161583,1899983,2008,02/04/2016 06:33:39 AM,41.881230117,-87.682135713,"(41.881230117, -87.682135713)"
4633672,HM232419,03/14/2006 03:00:00 PM,002XX W ADAMS ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,2,32,6,1174642,1899412,2006,04/15/2016 08:55:02 AM,41.879381337,-87.634201201,"(41.879381337, -87.634201201)"
5534593,HN336588,05/11/2007 04:05:00 PM,009XX E 79TH ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,624,6,8,69,3,1183684,1852818,2007,04/15/2016 08:55:02 AM,41.751317093,-87.602456059,"(41.751317093, -87.602456059)"
10093544,HY282296,05/27/2015 04:00:00 PM,072XX S EVANS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,323,3,6,69,26,1182474,1857268,2015,08/17/2015 03:03:40 PM,41.763556474,-87.606752345,"(41.763556474, -87.606752345)"
2232769,HH472610,06/28/2002 03:56:26 AM,038XX W DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,false,false,1112,11,27,23,5,1150354,1907724,2002,04/15/2016 08:55:02 AM,41.902698633,-87.723166088,"(41.902698633, -87.723166088)"
2842425,HJ507796,07/03/2003 06:00:00 PM,079XX S OGLESBY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,414,4,7,46,26,1193241,1852732,2003,04/15/2016 08:55:02 AM,41.750852985,-87.567437722,"(41.750852985, -87.567437722)"
4686107,HM289079,04/13/2006 06:00:00 PM,022XX N CLIFTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1811,18,32,7,11,1168268,1915049,2006,04/15/2016 08:55:02 AM,41.92243037,-87.657152801,"(41.92243037, -87.657152801)"
5951492,HN751141,12/10/2007 12:00:00 AM,030XX N NEVA AVE,810,THEFT,OVER $500,STREET,false,false,2511,25,36,18,6,1127933,1919349,2007,04/15/2016 08:55:02 AM,41.935007229,-87.80526092,"(41.935007229, -87.80526092)"
3997108,HL358622,05/15/2005 11:00:00 PM,010XX W 92ND PL,560,ASSAULT,SIMPLE,RESIDENCE,false,true,2222,22,21,73,08A,1170860,1843467,2005,04/15/2016 08:55:02 AM,41.725945987,-87.649721772,"(41.725945987, -87.649721772)"
2671770,HJ287813,04/08/2003 08:00:00 AM,063XX S ABERDEEN ST,620,BURGLARY,UNLAWFUL ENTRY,STREET,false,false,724,7,16,68,5,1170072,1862708,2003,04/15/2016 08:55:02 AM,41.778762983,-87.652050165,"(41.778762983, -87.652050165)"
6720285,HR137656,01/25/2009 01:00:00 AM,113XX S YALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,522,5,34,49,14,1176633,1829807,2009,02/04/2016 06:33:39 AM,41.688333269,-87.628984234,"(41.688333269, -87.628984234)"
3018903,HJ725884,10/29/2003 12:30:00 PM,020XX W 18TH ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1223,12,25,31,5,1163059,1891402,2003,04/15/2016 08:55:02 AM,41.857652216,-87.676956857,"(41.857652216, -87.676956857)"
9934439,HY123359,01/21/2015 01:31:00 PM,053XX W CONGRESS PKWY,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1522,15,29,25,18,1140868,1897165,2015,08/17/2015 03:03:40 PM,41.873903296,-87.758270185,"(41.873903296, -87.758270185)"
5458467,HN287951,04/16/2007 05:00:00 PM,031XX W 64TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,823,8,15,66,5,1156351,1862019,2007,04/15/2016 08:55:02 AM,41.777159556,-87.702371236,"(41.777159556, -87.702371236)"
9733765,HX383836,08/11/2014 09:50:00 PM,037XX W PALMER ST,560,ASSAULT,SIMPLE,APARTMENT,false,true,2525,25,35,22,08A,1151014,1914361,2014,02/04/2016 06:33:39 AM,41.920898273,-87.720567604,"(41.920898273, -87.720567604)"
6952110,HR356563,06/03/2009 03:22:00 PM,046XX S DREXEL BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2123,2,4,39,5,1183103,1874341,2009,02/04/2016 06:33:39 AM,41.810391682,-87.60391608,"(41.810391682, -87.60391608)"
2502432,HH824446,12/07/2002 09:10:00 PM,026XX W 36TH ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,913,9,12,58,18,1159446,1880696,2002,04/15/2016 08:55:02 AM,41.828348796,-87.69051286,"(41.828348796, -87.69051286)"
6038473,HP129818,01/17/2008 08:00:00 PM,022XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1332,12,2,28,16,1161583,1899983,2008,02/04/2016 06:33:39 AM,41.881230117,-87.682135713,"(41.881230117, -87.682135713)"
6002199,HP109965,01/06/2008 06:54:00 PM,072XX S CONSTANCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,324,3,8,43,08B,1189632,1857151,2008,02/04/2016 06:33:39 AM,41.763066505,-87.580520922,"(41.763066505, -87.580520922)"
2933518,HJ617515,09/04/2003 12:00:00 AM,061XX S WHIPPLE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,823,8,15,66,5,1157104,1863763,2003,04/15/2016 08:55:02 AM,41.781930152,-87.699563605,"(41.781930152, -87.699563605)"
8350069,HT577232,11/06/2011 10:00:00 AM,017XX N KEYSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2534,25,30,23,26,1149111,1911318,2011,02/04/2016 06:33:39 AM,41.912585094,-87.727638664,"(41.912585094, -87.727638664)"
3644237,HK708045,10/24/2004 07:34:00 PM,025XX N LECLAIRE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2521,25,31,19,15,1141966,1916290,2004,04/15/2016 08:55:02 AM,41.92636425,-87.753764421,"(41.92636425, -87.753764421)"
6673071,HP736915,10/31/2008 12:01:00 AM,050XX S PRINCETON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,935,9,3,37,11,1175140,1871511,2008,02/04/2016 06:33:39 AM,41.802807643,-87.633207753,"(41.802807643, -87.633207753)"
6192221,HP281663,04/15/2008 07:15:00 PM,020XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1332,12,2,28,18,1162876,1900020,2008,02/04/2016 06:33:39 AM,41.881304627,-87.677386853,"(41.881304627, -87.677386853)"
6291998,HP381758,06/07/2008 09:41:01 PM,011XX N CENTRAL AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,1524,15,37,25,08B,1138804,1907004,2008,02/04/2016 06:33:39 AM,41.900940461,-87.76560933,"(41.900940461, -87.76560933)"
10228333,HY416024,09/08/2015 09:00:00 PM,057XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,712,7,16,68,14,1171285,1866857,2015,09/17/2015 11:37:18 AM,41.790121858,-87.647481895,"(41.790121858, -87.647481895)"
8618477,HV291935,05/18/2012 11:05:00 AM,002XX S WESTERN AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,1211,12,2,28,08B,1160442,1898890,2012,02/04/2016 06:33:39 AM,41.878254507,-87.68635566,"(41.878254507, -87.68635566)"
8029018,HT259992,04/17/2011 12:30:00 PM,130XX S EBERHART AVE,820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,533,5,9,54,6,1181732,1819050,2011,02/04/2016 06:33:39 AM,41.658698567,-87.610647556,"(41.658698567, -87.610647556)"
2434365,HH755718,11/03/2002 01:30:00 AM,078XX S ESSEX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,421,4,7,43,08B,1194222,1853393,2002,04/15/2016 08:55:02 AM,41.752642802,-87.56382127,"(41.752642802, -87.56382127)"
3777879,HL141884,01/24/2005 05:50:00 PM,012XX N MILWAUKEE AVE,560,ASSAULT,SIMPLE,RESTAURANT,false,false,1424,14,1,24,08A,1165128,1908633,2005,04/15/2016 08:55:02 AM,41.904891813,-87.668872721,"(41.904891813, -87.668872721)"
6192221,HP281663,04/15/2008 07:15:00 PM,020XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1332,12,2,28,18,1162876,1900020,2008,02/04/2016 06:33:39 AM,41.881304627,-87.677386853,"(41.881304627, -87.677386853)"
2671770,HJ287813,04/08/2003 08:00:00 AM,063XX S ABERDEEN ST,620,BURGLARY,UNLAWFUL ENTRY,STREET,false,false,724,7,16,68,5,1170072,1862708,2003,04/15/2016 08:55:02 AM,41.778762983,-87.652050165,"(41.778762983, -87.652050165)"
4033711,HL387832,05/30/2005 11:00:00 AM,018XX N MASON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2531,25,29,25,26,1136462,1911510,2005,04/15/2016 08:55:02 AM,41.913347682,-87.774103908,"(41.913347682, -87.774103908)"
2554432,HJ139244,01/21/2003 03:30:00 PM,006XX W PATTERSON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2323,19,46,6,26,1171045,1924647,2003,04/15/2016 08:55:02 AM,41.948707142,-87.646666855,"(41.948707142, -87.646666855)"
9816687,HX466539,10/13/2014 08:40:00 PM,005XX W 64TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,722,7,20,68,18,1173590,1862463,2014,02/04/2016 06:33:39 AM,41.778013468,-87.639160201,"(41.778013468, -87.639160201)"
10280218,HY468275,10/19/2015 07:50:00 AM,013XX W 76TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,612,6,17,71,5,1168687,1854377,2015,10/29/2015 03:53:07 PM,41.755931648,-87.657367707,"(41.755931648, -87.657367707)"
6753390,HR170490,02/14/2009 05:15:00 PM,004XX W 72ND ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,732,7,17,68,26,1174420,1857183,2009,02/04/2016 06:33:39 AM,41.763506117,-87.636274287,"(41.763506117, -87.636274287)"
10069824,HY258404,05/13/2015 11:45:00 AM,047XX N BROADWAY,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,1914,19,48,3,26,1167488,1931888,2015,08/17/2015 03:03:40 PM,41.968654176,-87.659532372,"(41.968654176, -87.659532372)"
7243256,HR658038,11/23/2009 10:30:00 PM,079XX S MANISTEE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,false,false,422,4,7,46,10,1195889,1852857,2009,02/04/2016 06:33:39 AM,41.751130902,-87.557730239,"(41.751130902, -87.557730239)"
7968490,HT201057,03/13/2011 02:30:00 AM,043XX W WILCOX ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1115,11,28,26,7,1147459,1898983,2011,02/04/2016 06:33:39 AM,41.878768377,-87.734024282,"(41.878768377, -87.734024282)"
2488643,HH826285,12/07/2002 01:00:00 AM,074XX S KIMBARK AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,true,324,3,5,43,6,1186167,1855982,2002,04/15/2016 08:55:02 AM,41.759941172,-87.593257453,"(41.759941172, -87.593257453)"
4833446,HM432692,06/23/2006 12:30:00 AM,045XX S WESTERN AVE,820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,914,9,12,58,6,1161123,1874692,2006,04/15/2016 08:55:02 AM,41.811838512,-87.684526408,"(41.811838512, -87.684526408)"
5431918,HN264837,04/04/2007 12:30:00 AM,062XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,825,8,15,66,14,1161796,1863293,2007,04/15/2016 08:55:02 AM,41.780544222,-87.682374473,"(41.780544222, -87.682374473)"
